Contributory value,<div>An appraising principle where the value of a property’s component parts are measured by their effect on the selling price of the whole. Appraisers use sold properties as “paired sales” to isolate component parts and to identify their monetary contribution to the whole.<div/>
Conventional loan,<div>A loan that is not insured or guaranteed by a government agency.<div/>
Conveyance,<div>A written instrument that evidences transfer of some interest to real property from one person to another.<div/>
Cooperative,"<div>A residential multi-unit building whose title is held by a trust or corporation that is owned by, and operated for, the benefit of persons living within the building. These persons are the beneficial owners of the trust or the shareholders of the corporation, each having a proprietary lease.<div/>"
Corporation,<div>An entity or organization created by operation of law whose rights of doing business are essentially the same as those of an individual. The entity has continuous existence until dissolved according to legal procedures.<div/>
Correction lines,<div>The horizontal provisions in the rectangular survey system made to compensate for the curvature of the earth’s surface. Every fourth township line is used as a correction line on which the intervals between the north and south range lines are remeasured and corrected to a full six miles.<div/>
Cost approach,"<div>The process of estimating the value of a property by adding the appraiser’s estimate of the reproduction or replacement cost of the building, less depreciation, to the estimated land value.<div/>"
Counseling,"<div>The business of providing people with expert advice on a subject, based on the counselor’s extensive, expert knowledge of the subject.<div/>"
Counteroffer,"<div>A new offer made as a reply to an offer received, having the effect of rejecting the original offer. The original offer cannot be accepted thereafter unless revived by the offeror repeating it.<div/>"
"Covenants, Conditions, and Restrictions (CC&Rs)",<div>Condominium documents that serve as the operational procedures describing the rights and prohibitions of the co-owners in a condominium association.<div/>
Credit scoring,"<div>A three-digit score that assesses a borrower’s credit risk and the probability of default based on his or her past pay performances, outstanding credit balances, credit mix, time on file, and number of search inquiries.<div/>"
Cul-de-sac,<div>A dead-end street that widens sufficiently at the end to permit an automobile to make a U-turn.<div/>
Curtesy,"<div>A life estate, usually a fractional interest, given by some states to the surviving husband in real estate owned by his deceased wife. Most states have abolished curtesy.<div/>"
Cycle,"<div>A recurring sequence of events that regularly follow one another, generally within a fixed interval of time.
Real estate terms that begin with D<div/>"
Datum,<div>A horizontal plane from which heights and depths are measured.<div/>
Defeasible fee estate,"<div>A qualified estate in which the grantee could lose his or her interest upon the occurrence or non-occurrence of a specified event. There are two types of defeasible fee estates: (1) Those known as a condition subsequent where the possibility of re-entry takes place, and (2) A qualified limitation, where the grantee’s ownership automatically ends with the possibility of reverter (otherwise known as a fee simple determinable). The words as long as, while, or during are key to creating a qualified limitation defeasible fee estate.<div/>"
DBA,<div>Doing business as<div/>
Debenture,<div>A note or bond given as evidence of debt and issued without security<div/>
Debt,<div>Something owed to another; an obligation to pay or return something.<div/>
Declining balance method,<div>An accounting method of calculating depreciation for tax purposes designed to provide large deductions in the early years of ownership.<div/>
Deed,"<div>A written instrument that when executed and delivered conveys title to, or an interest in, real estate.<div/>"
Deed in lieu of foreclosure,<div>A process by which the mortgagor can avoid foreclosure. Mortgagor gives a deed to mortgagee when mortgagor is in default according to terms of mortgage.<div/>
Deed of reconveyance,<div>The instrument used to reconvey title to a trustor under a deed of trust once the debt has been satisfied.<div/>
Deed of trust,"<div>An instrument used to create a lien by which the mortgagor conveys her or his title to a trustee, who holds it as security for the benefit of the noteholder.<div/>"
Deed restrictions,"<div>The clauses in a deed limiting the future users of the property. Deed restrictions may impose a variety of limitations and conditions, such as limiting the density of buildings, dictating the types of structures that can be erected, and preventing buildings from being used for specific purposes or from used at all.<div/>"
Default,"<div>The nonperformance of a duty, whether arising under a contract or otherwise; failure to meet an obligation when due.<div/>"
Defeasance clause,"<div>A clause used in leases or mortgages that cancels a specified right on the occurrence of a certain condition, such as cancellation of a mortgage on repayment of the mortgage loan.<div/>"
Deficiency judgment,<div>A personal judgment levied against the mortgagor when a foreclosure sale does not produce sufficient funds to to pay the mortgage debt in full.<div/>
Delinquent taxes,<div>Unpaid taxes that are past due.<div/>
Delivery,<div>The legal act of transferring ownership. Documents such as deeds and purchase agreements must be delivered and accepted to be valid.<div/>
Delivery in escrow,<div>Delivery of a deed to a third person until the performance of some act or condition by one of the parties.<div/>
Demand,<div>The willingness of persons to buy available goods at a given price; often coupled with supply.<div/>
Density zoning,"<div>The zoning ordinances that restrict the average maximum number of houses per acre that may be built within a particular area, generally a subdivision.<div/>"
Depreciation,"<div>In appraisal, a loss of value in property due to all causes, including physical deterioration, functional obsolescence, and economic obsolescence. 2. In real estate investment, an expense deduction for tax purposes taken over the period of ownership of the income property.<div/>"
Descent,<div>The hereditary succession of an heir to the property of a relative who dies intestate.<div/>
Designed agency,<div>An agency relationship where a client designates a broker to appoint an office agent to singularly represent his or her interest to the exclusion of all of the other agents in the broker’s office.<div/>
Determinable fee estate,<div>A fee-simple estate in which the property automatically reverts to the grantor on the occurrence of a specified event or condition.<div/>
Devise,<div>A transfer of real estate by will or last testament. The donor is the devisor and the recipient is the devisee.<div/>
Diminishing returns,"<div>The principle that applies when a given parcel of land reaches its maximum percentage return on investment, and further expenditures for improving the property yield a decreasing return.<div/>"
Discount points,<div>An added loan free charged by a lender to make the yield on a lower-than-market-value loan competitive with higher-interest loans.<div/>
Discount rate,"<div>The rate of interest a commercial bank must pay when it borrows from its federal reserve bank. Consequently, the discount rate is the rate of interest the banking system carries within its own framework. Member banks may take certain promissory notes that they have received from customers and sell them to their district federal reserve bank for less than face value. With the funds received, the banks can make further loans. Changes in the discount rate may cause banks and other lenders to reexamine credit policies and conditions.<div/>"
Dispossess,<div>To oust from land by legal process.<div/>
Dominant tenement,<div>A property that includes in its ownership the appurtenant right to use an easement over another’s property for a specific purpose.<div/>
Dower,"<div>The legal right or interest recognized in some states that a wife acquires in the property her husband held or acquired during their marriage. During the lifetime of the husband, the right is only a possibility of an interest; on his death it can become an interest in land.<div/>"
Duress,<div>The use of unlawful constraint that forces action or inaction against a person’s will.<div/>
DVA loan,"<div>A mortgage loan on approved property made to a qualified veteran by an authorized lender and guaranteed by the Department of Veterans Affairs to limit possible loss by the lender.
Real estate terms that begin with E<div/>"
Earnest money deposit,"<div>An amount of money deposited by a buyer under the terms of a contract. In the event that the buyer, for no valid or legal reason, backs out of the transaction, earnest money is sometimes used as liquidated damages.<div/>"
Easement,"<div>A right to use the land of another for a specific purpose, such as for a right-of-way or utilities; an incorporeal interest in land. An easement appurtenant passes with the land when conveyed.<div/>"
Easement by necessity,<div>An easement allowed by law as necessary for the full enjoyment of a parcel of real estate.<div/>
Easement by prescription,"<div>An easement acquired by continuous, open, uninterrupted, exclusive, and adverse of the property for the period of time prescribed by state law.<div/>"
Easement in gross,<div>An easement that is not created for the benefit of any land owned by the owner of the easement but that attaches personally to the easement owner.<div/>
Economic life,<div>The period of time over which an improved property will earn an income adequate to justify its continued existence.<div/>
Economic obsolescence,"<div>The impairment of desirability or useful life arising from factors external to the property, such as economic forces or environmental changes, that affect supply-demand relationships in the market. Loss in the use and value of a property arising from the factors of economic obsolescence is to be distinguished from loss in value from physical deterioration and functional obsolescence, both of which are inherent in the property.<div/>"
Emblements,"<div>Growing crops that are produced annually through the tenant’s own care and labor and that she or he is entitled to take away after the tenancy is ended. Emblements are regarded as personally property even prior to harvest, so if the landlord terminates the lease, the tenant may still reenter the land and remove such crops. If the tenant terminates the tenancy voluntarily, however, she or he generally is not entitled to the emblements.<div/>"
Eminent domain,"<div>The right of a government or municipal quasi-public body to acquire property for public use through a court action called condemnation, in which the court determines that the use is a public use and determines the price or compensation to be paid to the owner.<div/>"
Employee status,<div>The status of one who works as a direct employee of an employer. An employer is obligated to withhold income taxes and Social Security taxes from the compensation of his or her employees.<div/>
Employment contract,"<div>A document evidencing formal employment between the employer and the employee or between the principal and the agent. In the real estate business, this generally takes the form of a listing or management agreement.<div/>"
Encroachment,"<div>A fixture or structure, such as a wall or fence, that invades a portion of a property belonging to another.<div/>"
Encumbrance,"<div>Any lien that may diminish the value of the property, such as a mortgage, tax, or judgment lien; easement; restriction on the use of the land; or an outstanding dower right.<div/>"
Endorsement,"<div>The act of writing one’s name, either with or without additional words, on a negotiable instrument or on a paper attached to such instrument.<div/>"
Equal Credit Opportunity Act (ECOA),"<div>Federal legislation requiring lenders to make credit equally available without discrimination based on race, sex, color, religion, marital status, age, national origin, or receipt of income from public assistance.<div/>"
Equalization,<div>The raising or lowering of assessed values for tax purposes in a particular county or taxing district to make them equal to assessments in other counties or districts.<div/>
Equitable title,<div>The interest held by a vehicle under a contract for deed or an installment contract; the equitable right to obtain absolute ownership to property when legal title is held in another’s name.<div/>
Equity,<div>The interest or value that an owner has in a property over and above any mortgage indebtedness.<div/>
Erosion,"<div>The gradual wearing away of land by water, wind, and general weather conditions; the diminishing of property caused by the elements.<div/>"
Errors and omissions insurance,<div>Insurance coverage for real estate agents against claims for innocent and negligent misrepresentations.<div/>
Escheat,<div>The reversion of property to the state in the event that its owner dies without leaving a will and has no heirs to whom the property may pass by lawful descent.<div/>
Escrow,"<div>The closing of a transaction through a third party called an escrow agent, or escrowee, who receives certain funds and documents to be delivered on the performance of certain conditions in the escrow agreement.<div/>"
Estate for years,"<div>An interest for a certain, exact period of time in property leased for a specified consideration.<div/>"
Estate in land,"<div>The degree, quantity, nature, and extent of interest that a persona has in real property.<div/>"
Estate in severalty,<div>An estate owned by one person.<div/>
Estoppel certificate,<div>A legal instrument executed by a mortgagor showing the amount of the unpaid balance due on a mortgage and stating that the mortgagor has no defenses or offsets against the mortgagee at the time of execution of the certificate.<div/>
Eviction,<div>A legal process to oust a person from possession of real estate.<div/>
Evidence of title,"<div>A proof of ownership of property, which is commonly a certificate of title, a title insurance policy, an abstract of title with lawyer’s opinion, or a Torrens registration certificate.<div/>"
Exchange,<div>A transaction in which all of part of the consideration for the purchase of real property is the transfer of like-kind property. Ex. real estate for real estate.<div/>
Exclusive-agency listing,"<div>A listing contract under which the owner appoints a real estate broker as his or her exclusive agent for a designated period of time to sell the property on the owner’s stated terms for a commission. The owner, however, reserves the right to sell without paying anyone a commission by selling to a prospect who has not been introduced or claimed by the broker.<div/>"
Exclusive-right-to-sell listing,"<div>A listing contract under which the owner appoints a real estate broker as his or her exclusive agent for a designated period of time to sell the property on the owner’s stated terms and agrees to pay the broker a commission when the property is sold, whether by the broker, the owner, or another broker.<div/>"
Executed contract,<div>A contract in which all parties have fulfilled their promises and thus performed the contract.<div/>
Execution,"<div>The signing and delivery of an instrument. Also, a legal order directing an official to enforce a judgment against the property of a debtor.<div/>"
Executor,<div>The person designated in a will to handle the state of the deceased. The probate court must approve any sale of property by the executor.<div/>
Executory contract,<div>A contract under which something remains to be done by one of more of the parties.<div/>
Expenses,"<div>The short-term costs that are deducted from an investment property’s income, such as minor repairs, regular maintenance, and renting costs.<div/>"
Expressed contract,"<div>An oral or written contract in which the parties state their terms and express their intentions in words.
Real estate terms that begin with F<div/>"
Fair Housing Act of 1968,"<div>The term for Title VIII of the Civil Rights Act of 1968 as amended, which prohibits discrimination based on race, color, sex, religion, national origin, handicaps, and familial status in the sale and rental of residential property.<div/>"
Federal Home Loan Mortgage Corporation (FHLMC),<div>A federally chartered corporation created to provide a secondary mortgage market for conventional loans (Freddie Mac).<div/>
Federal Housing Administration (FHA),"<div>A federal administrative body created by the National Housing Act in 1934 to encourage improvement in housing standards and conditions, to provide an adequate home-financing system through the insurance of housing mortgages and credit, and to exert a stabilizing influence on the mortgage market.<div/>"
Federal income tax,"<div>An annual tax based on income, including monies derived from the lease, use, or operation of real estate.<div/>"
Federal National Mortgage Association (FNMA),"<div>“Fannie Mae” is the popular name for this federally chartered corporation, which creates a secondary market for existing mortgages. FNMA does not loan money directly, but rather buys DVA, FHA, and conventional loans.<div/>"
Fee-simple estate,<div>The maximum possible estate or right of ownership of real property continuing forever.<div/>
FHA appraisal,"<div>An FHA evaluation of a property as a security for a loan. Includes the study of the physical characteristics of the property and the surroundings, and the location of the property.<div/>"
FHA loan,<div>A loan insured by the FHA and made by an approved lender in accordance with FHA regulations.<div/>
Fiduciary relationship,"<div>A relationship of trust and confidence, as between trustee and beneficiary, attorney and client, principal and agent.<div/>"
First mortgage,<div>A mortgage that creates a superior voluntary lien on the property mortgaged relative to other charges or encumbrances against the property.<div/>
Fiscal policy,<div>The government’s policy in regard to taxation and spending programs. The balance between these two areas determines the amount of money the government will withdraw or feed into the economy in an attempt to counter economic peaks and slumps.<div/>
Fixture,<div>An article that was once personal property but has been so affixed to real estate that it has become real property.<div/>
Forcible entry and detainer,<div>A summary proceeding for restoring to possession of land one who is wrongfully kept out or has been wrongfully deprived of the possession.<div/>
Foreclosure,"<div>A legal procedure by which property used as security for a debt is sold to satisfy the debt in the event of default in payment of the mortgage note or default of other terms in the mortgage document. The foreclosure procedure brings the rights of all parties to a conclusion and passes the title in the mortgaged property either to the holder of the mortgage or to a third party who may purchase the realty at the foreclosure sale, free of all encumbrances affecting the property subsequent to the mortgage.<div/>"
Foreign acknowledgment,<div>An acknowledgment taken outside of the state in which the land lies.<div/>
Franchise,<div>A private contractual agreement to run a business using a designated trade name and operating procedures.<div/>
Fraud,<div>A misstatement of a material fact made with intent to deceive or made with reckless disregard of the truth and that actually does deceive.<div/>
Freehold estate,"<div>An estate in land in which ownership is for an indeterminate length of time, in contrast to a leasehold estate.<div/>"
Functional obsolescence,"<div>The impairment of functional capacity or efficiency; the inability of a structure to perform adequately the function for which it currently is employed. Functional obsolescence reflects the loss in value brought about by factors that affect the property, such as overcapacity, inadequacy, or changes in the art.<div/>"
Funding fee,<div>A fee required by the Department of Veterans Affairs for making a VA guaranteed loan. The funding fee is added in with the loan and then forwarded to the VA to guarantee a veteran’s loan.<div/>
Future interest,"<div>A person’s present right to an interest in real property that will not result in possession or enjoyment until sometime in the future, such as a reversion or right of reentry.
Real estate terms that begin with G<div/>"
Gap,<div>A defect in the chain of title of a particular parcel of real estate; a missing document or conveyance that raises doubt as to the present ownership of the land.<div/>
General contractor,<div>A construction specialist who enters into a formal construction contract with a landowner or master lessee to construct a real estate building or project. The general contractor often contracts with several subcontractors specializing in various aspects of the building process to perform individual jobs.<div/>
General lien,<div>A lien on all real and personal property owned by a debtor.<div/>
General warranty deed,<div>A deed that states that the title conveyed therein is good from the sovereignty of the soil to the grantee therein and that no one else can successfully claim the property. This type of deed contains several specific warranties sometimes referred to as the English Covenants of Title.<div/>
Government lots,<div>Fractional sections in the rectangular survey system (government survey method) that are less than one full quarter-section in area.<div/>
Government National Mortgage Association (GNMA),"<div>“Ginnie Mae,” a federal agency and division of HUD that operates special assistance aspects of federally aided housing programs and participates in the secondary market through its mortgage-backed securities pools.<div/>"
Graduated lease,<div>Lease that provides for rent increases at set future dates.<div/>
Graduated payment mortgage,<div>A mortgage loan for which the initial payments are low but increase over the life of the loan.<div/>
Grant,<div>The act of conveying or transferring title to real property.<div/>
Grant deed,"<div>A type of deed that includes three basic warranties: (1) the owner warrants that she or he has the right to convey the property, (2) the owner warrants that the property is not encumbered other than with those encumbrances listed in the deed, and (3) the owner promises to convey any after-acquired title to the property. Grant deeds are popular in states that rely heavily on title insurance.<div/>"
Grantee,<div>A person to whom real estate is conveyed; the buyer.<div/>
Grantor,<div>A person who conveys real estate by deed; the seller.<div/>
Gross lease,"<div>A lease or property under which a landlord pays all property charges regularly incurred through ownership, such as repairs, taxes, insurance, and operating expenses. Most residential leases are gross leases.<div/>"
Gross national product (GNP),<div>The total value of all goods and services produced in the United States (or other country) in a year.<div/>
Gross rent multiplier (GRM),<div>A figure used as a multiplier of the gross monthly rental income of a property to produce an estimate of the property’s value.<div/>
Ground lease,"<div>A lease of land only, on which the tenant usually owns a building or is required to builder her or his own building as specified in the lease. Such leases are usually long-term net leases; a tenant’s rights and obligations continue until the lease expires or is terminated through default.<div/>"
Guaranteed sale plan,"<div>An agreement between the broker and the seller that if the seller’s real property is not sold before a certain date, the broker will purchase it for a specified price.<div/>"
Guardian,"<div>One who guards or cares for another person’s rights and properties. A guardian has legal custody of the affairs of a minor or a person incapable of taking care of his or her own interests, called a ward.
Real estate terms that begin with H<div/>"
Habendum clause,"<div>The deed clause beginning “to have and to hold,” which defines or limits the extend of ownership in the state granted by the deed.<div/>"
Heir,<div>One who might inherit or succeed to an interest in land under the state law of descent when the owner dies without leaving a valid will.<div/>
Hereditaments,"<div>Every kind of inheritable property, including person, real corporeal, and incorporeal.<div/>"
Highest and best use,<div>The possible use of land that will produce the greatest net income and thus develop the highest land value.<div/>
Holdover tenancy,"<div>A tenancy by which a lessee retains possession of a leased property after her or his lease has expired and the landlord, by continuing to accept rent from the tenant, agrees to the tenant’s continued occupancy as defined by state law.<div/>"
Holographic will,"<div>A will that is written, dated, and signed in the handwriting of the maker.<div/>"
Homeowner’s insurance policy,"<div>A standardized package insurance policy that covers a residential real estate owner against financial loss from fire, theft, public liability, and other common risks.<div/>"
Homeowner’s warranty program,"<div>An insurance program offered to buyers by some brokerages, warranting the property against certain defects for a specified period of time.<div/>"
Homestead provision,"<div>The land and the improvements thereon designated by the owner as his or her homestead and, therefore, protected by state law, either in whole or in part, from forced sale by certain creditors of the owner.<div/>"
Hypothecation,"<div>The pledge of property as security of a loan in which the borrower maintains possession of the property while it is pledged as security.
Real estate terms that begin with I<div/>"
Implied contract,<div>A contract under which the agreement of the parties is demonstrated by their acts and conduct.<div/>
Implied grant,<div>A method of creating an easement. One party may be using another’s property for the benefit of both parties.<div/>
Improvement,"<div>Improvements on land: any structure, usually privately owned, erected on a site to enhance the value of the property; 2. Improvements to land: usually a publicly owned structure.<div/>"
Inchoate right,"<div>Incomplete right, such as a wife’s dower interest in her husband’s property during his life.<div/>"
Income approach,<div>The process of estimating the value of an income-producing property by capitalization of the annual net income expected to be produced by the property during its remaining useful life.<div/>
Incorporeal right,<div>A nonpossessory right in real estate.<div/>
Increasing returns,<div>The principle that applies when increased expenditures for improvements to a given parcel of land yield an increasing percentage return on investment.<div/>
Independent contractor,"<div>One who is retained to perform a certain act but who is subject to the control and direction of another only as to the end result, and not as to how he or she performs the act. Unlike an employee, an independent contractor pays all of his or her expenses, pays his or her income and Social Security taxes, and receives no employee benefits. Many real estate salespeople are independent contractors.<div/>"
Index lease,"<div>Lease that allows the rent to be increased or decreased periodically, based on changes in the a selected economic index, such as the Consumer Price Index.<div/>"
Industrial property,"<div>All land and buildings used or suited for use in the production, storage, or distribution of tangible goods.<div/>"
Installment sale,"<div>A method of reporting gain received from the sale of real estate when the sale price is paid in two or more installments over two or more years. If the sale meets certain requirements, a taxpayer can spread recognition of the reportable gain over more than one year, which may result in tax savings.<div/>"
Insurable title,<div>A title to land that a title company will insure.<div/>
Insurance,<div>The indemnification against loss from a specific hazard or peril through a contract (called a policy) and for a consideration (called a premium).<div/>
Interest,<div>A charge made by a lender for the use of money.<div/>
Interim financing,"<div>A short-term loan usually made during the construction phase of a building project, often referred to as a construction loan.<div/>"
Intestate,<div>The condition of a property owner who dies without leaving a will. Title to such property passes to his or her heirs as provided in the state law of descent.<div/>
Invalid,<div>Having no force or effect.<div/>
Invalidate,<div>To render null and void.<div/>
Investment,"<div>Money directed toward the purchase, improvement, and development of an asset in expectation of income or profits. A good financial investment has the following characteristics: safety, regularity of yield, marketability, acceptable denominations, valuable collateral, acceptable duration, required attention, and potential appreciation.
Real estate terms that begin with J<div/>"
Joint tenancy,"<div>The ownership of real estate by two or more parties who have been named in one conveyance as joint tenants. On the death of a joint tenant, her or his interest passes to the surviving joint tenant or tenants by the right of survivorship.<div/>"
Joint venture,"<div>The joining of two or more people to conduct a specific business enterprise. A joint venture is similar to a partnership in that it must be created by agreement between the parties to share in the losses and profits of the venture. It is unlike a partnership in that the venture is for one specific project only, rather than for a continuing business relationship.<div/>"
Judgment,"<div>The official and authentic decision of a court on the respective rights and claims of the parties to an action or suit. When a judgment is entered and recorded with the county recorder, it usually becomes a general lien on the property of the defendant for a ten-year period.<div/>"
Judgment clause,"<div>A provision that may be included in notes, leases, and contracts by which the debtor, lessee, or obligor authorizes any attorney to go into court to confess a judgment against him or her for a default in payment. Also called a cognovit.
Real estate terms that begin with L<div/>"
Laches,"<div>An equitable doctrine used by the courts to bar a legal claim or prevent the assertion of a right because of undue delay, negligence, or failure to assert the claim or right.<div/>"
Land,<div>The earth’s surface extending downward to the center of the earth and upward infinitely into space.<div/>
Lease,"<div>A contract between a landlord (the lessor) and a tenant (the lessee) transferring the right to exclusive possession and use of the landlord’s real property to the lessee for a specified period of time and for a stated consideration (rent). By state law, leases for longer than a certain period of time (generally one year) must be in writing to be enforceable.<div/>"
Leasehold estate,"<div>A tenant’s right to occupy real estate during the term of a lease, generally considered to be a personal property interest.<div/>"
Legacy,<div>A disposition of money or personal property by will.<div/>
Legal description,"<div>A description of a specific parcel of real estate sufficient for an independent surveyor to locate and identify it. The most common forms of legal description are rectangular survey, metes and bounds, and subdivision lot and block (plat).<div/>"
Legality of object,"<div>An element that must be present in a valid contract. If a contract has for its object an act that violates the laws of the United States or the laws of a state to which the parties are subject, it is illegal, invalid, and not recognized by the courts.<div/>"
Lessee,<div>The tenant who leases a property.<div/>
Lessor,<div>One who leases property to a tenant<div/>
Leverage,<div>The use of borrowed money to finance the bulk of an investment.<div/>
Levy,"<div>To assess, seize, or collect. To levy a tax is to assess a property and set the rate of taxation. To levy an execution is to seize officially the property of a person to satisfy an obligation.<div/>"
License,<div>A privilege or right granted to a person by a state to operate as a real estate broker or salesperson. 2. The revocable permission for a temporary use of land – a personal right that cannot be sold.<div/>
Lien,"<div>A right given by law to certain creditors to have their debt paid out of the property of a defaulting debtor, usually by means of a court sale.<div/>"
Life estate,<div>An interest in real or personal property that is limited in duration to the lifetime of its owner or some other designated person.<div/>
Life tenant,<div>A person in possession of a life estate.<div/>
Liquidated damages,"<div>Liquidated damages occur when, by contractual agreement, defaulted earnest money becomes the personal property of the seller.<div/>"
Liquidity,<div>The ability to sell an asset and convert it into cash at a price close to its true value.<div/>
Lis pendens,"<div>A public notice that a lawsuit affecting title to or possession, use, and enjoyment of a parcel of real estate has been filed in either a state or federal court.<div/>"
Listing agreement,"<div>A contract between a landowner (as principal) and a licensed real estate broker (as agent) by which the broker is employed as agent to list and sell real estate on the owner’s terms within a given time, for which service the landowner agrees to pay a commission.<div/>"
Listing broker,"<div>The broker in a multiple-listing situation from whose office a listing agreement is initiated, as opposed to the selling broker, from whose office negotiations leading to a sale are initiated. The listing broker and the selling broker may, of course, by the same person.<div/>"
Littoral rights,<div>A landowner’s claim to use water in large lakes and oceans adjacent to her or his property. 2. The ownership rights to land bordering these bodies of water up to the high-water mark.<div/>
Lot and block description,"<div>A description of real property that identifies a parcel of land by reference to lot and block numbers within a subdivision, as identified on a subdivided plat duly recorded in the county recorder’s office.
Real estate terms that begin with M<div/>"
Management agreement,<div>A contract between the owner of income property and a management firm or individual property manager outlining the scope of the manager’s authority.<div/>
Marginal lease,<div>A lease agreement that barely covers the costs of operation for the property.<div/>
Marginal real estate,<div>Land that barely covers the costs of operation.<div/>
Marketable title,<div>A good or clear salable title reasonably free from risk of litigation over possible defects.<div/>
Market/data approach,<div>A method of appraising or evaluating real property based on the proposition that an informed purchaser would pay no more for a property than the cost to him or her of acquiring an existing property with the same utility. This approach is applicable when an active market provides sufficient quantities of reliable data that can be verified from authoritative sources. The approach is relatively unreliable in an inactive market or in estimating the value of properties for which no real comparable sales data are available. It also is questionable when sales data cannot be verified with principals to the transaction. Also referred to as the market comparison or direct sales comparison approach.<div/>
Market price,<div>The actual selling price of a property.<div/>
Market value,"<div>The most profitable price a property will bring in a competitive and open market under all conditions requisite to a fair sale. The price at which a buyer would buy and a seller would sell, each acting prudently and knowledgeably, and assuming the price is not affected by undue stimulus.<div/>"
Mechanic’s lien,"<div>A statutory lien created in favor of contractors, laborers, and materialmen or material suppliers who have performed work or furnished materials in improving real property.<div/>"
Metes-and-Bounds description,"<div>A legal description of a parcel of land that begins at a well-marked point and follows the boundaries, using direction and distances around the tract, back to the point of beginning.<div/>"
Mill,<div>A tax rate used by municipalities to compute property tax.<div/>
Millage rate,<div>A property tax rate obtained by dividing the total assessed value of all the property in the tax district into the total amount of revenue needed by the taxing district. This millage rate then is applied to the taxable value of each property in the district to determine individual taxes.<div/>
Misrepresentation,<div>To represent falsely; to give an untrue idea of a property. May be accomplished by omission or concealment of a material fact.<div/>
Monetary policy,<div>The government regulation of the amount of money in circulation through such institutions as the Federal Reserve Board.<div/>
Money judgment,<div>A court judgment ordering payment of money rather than specific performance of a certain action.<div/>
Money market,"<div>Those institutions, such as banks, savings-and-loan associations, and life insurance companies, who supply money and credit to borrowers.<div/>"
Month-to-Month tenancy,"<div>A periodic tenancy – the tenant rents for one period at a time. In the absence of a rental agreement (oral or written), a tenancy generally is considered to be from month to month.<div/>"
Monument,"<div>Fixed natural or artificial objects, used in metes-and-bounds description, to establish the boundaries; located at the corners.<div/>"
Mortgage,"<div>A conditional transfer or pledge of real estate as security for a loan. Also, the document creating a mortgage lien.<div/>"
Mortgage lien,<div>A lien or charge on a mortgagor’s property that secures the underlying debt obligations.<div/>
Mortgagor,"<div>One who, having all or part of title to property, pledges that property as security for a debt; the borrower<div/>"
Multiple listing,<div>An exclusive listing (generally an exclusive right to sell) with the additional authority and obligation on the part of the listing broker to distribute the listing to other brokers in the multiple-listing organization.<div/>
Municipal ordinances,"<div>The laws, regulations, and codes enacted by the governing body of a municipality.<div/>"
Mutual rescission,"<div>The act of putting an end to a contract by mutual agreement of the parties.
Real estate terms that begin with N<div/>"
Negligence,<div>Carelessness and inattentiveness resulting in violation of trust. Failure to do what is required.<div/>
Net operating income,"<div>The gross income of the property minus vacancy, collection losses, and operating expenses (not including debt service).<div/>"
Net lease,"<div>A lease requiring the tenant to pay not only rent but also costs incurred in maintaining the property, including taxes, insurance, utilities, repairs. If the tenant pays for everything, it is referred to as a triple net lease.<div/>"
Nonconforming use,<div>A use of property that is permitted to continue after a zoning ordinance prohibiting it has been established for the area.<div/>
Nonhomogeneity,"<div>A lack of uniformity; dissimilarity. Because no two parcels of land are geographically alike, real estate is said to be nonhomogeneous, or heterogeneous.<div/>"
Notarize,"<div>To certify or attest to a document, as by a notary public.<div/>"
Notary public,"<div>A public official authorized to certify and attest to documents, take affidavits, take acknowledgments, administer oaths, and perform other such acts.<div/>"
Note,<div>An instrument of credit given to attest a debt.<div/>
Novation,"<div>Acceptance by parties to an agreement to replace an old debtor with a new one. A novation releases liability.
Real estate terms that begin with O<div/>"
Offer and notification of acceptance,<div>The two components of a valid contract; a “meeting of the minds.”<div/>
Officer’s deed,"<div>A deed by sheriffs, trustees, guardians, etc.<div/>"
One hundred percent commission plan,<div>A salesperson compensation plan by which the salesperson pays his or her broker a monthly service charge to cover the costs of office expenses and receives 100% of the commissions from the sales that he or she negotiates.<div/>
Open-end mortgage,"<div>A mortgage loan expandable by increments up to maximum dollar amount, all of which is secured by the same original mortgage.<div/>"
Open listing,"<div>A listing contract under which the broker’s commission is contingent on the broker producing a “ready, willing, and able” buyer before the property is sold by the seller or another broker; the principal (owner) reserves the right to list the property with other brokers.<div/>"
Option,"<div>The right to purchase property within a definite time at a specified price. No obligation to purchase exists, but the seller is obligated to sell if the option holder exercises the right to purchase.<div/>"
Optionee,<div>The party that receives and holds an option.<div/>
Optionor,<div>The party that grants or gives an option.<div/>
Ownership,"<div>The exclusive right to hold, possess or control, and dispose of a tangible or intangible thing. Ownerships may be held by a person, corporation, or governmental entity.
Real estate terms that begin with P<div/>"
Package mortgage,<div>A method of financing in which the purchase of the land also finances the purchase of certain personal property items.<div/>
Parol evidence rule,<div>A law that states that no prior or contemporary oral or extraneously written agreement can change the terms of a contract.<div/>
Partial eviction,<div>A case in which the landlord’s negligence deprives the tenant of the use of all or part of the premises.<div/>
Participation financing,"<div>A mortgage in which the lender participates in the income of the mortgaged venture beyond a fixed return, or receives a yield on the loan in addition to the straight interest rate.<div/>"
Partition,<div>The division of cotenants’ interests in real property when the parties do not all voluntarily agree to terminate the co-ownership; takes place through court procedures.<div/>
